lead_id,company_name,company_type,region,product_interest,inquiry_channel,company_size,order_quantity_est,response_time_hrs,quotation_shared,catalog_requested,followups,conversion_status
TM1053,"Collins, Paul and Sexton",Online Seller,West,Water Storage,Dealer,Large,762,70,Yes,No,1,1
TM1054,"Chandler, Pennington and Fletcher",Hotel Chain,North,Water Storage,WhatsApp,Large,705,52,Yes,No,1,0
TM1055,Hopkins Inc,Retailer,West,Both,Dealer,Large,37,11,No,Yes,3,1
TM1056,Harris Ltd,Online Seller,West,Water Storage,Website,Medium,344,44,No,No,3,0
TM1057,Clark PLC,Retailer,West,Kitchenware,Dealer,Small,984,45,Yes,Yes,5,1
TM1058,Young-Moody,Retailer,South,Kitchenware,Exhibition,Large,166,31,Yes,No,5,1
TM1059,Williams and Sons,Distributor,West,Both,WhatsApp,Medium,181,15,Yes,No,0,0
TM1060,"Robinson, Hartman and Hooper",Online Seller,Central,Both,Reference,Medium,974,26,Yes,Yes,0,0
TM1061,Dean-Johnson,Online Seller,Central,Kitchenware,Dealer,Small,365,69,No,No,0,0
TM1062,Grant-Schmidt,Online Seller,North,Water Storage,Reference,Small,453,47,No,Yes,3,1
TM1063,"Becker, Hull and Johnson",Online Seller,Central,Both,Reference,Medium,456,35,No,Yes,0,1
TM1064,Yang-Marshall,Hotel Chain,South,Water Storage,Dealer,Large,694,49,No,Yes,3,0
TM1065,"Ponce, Wallace and Walker",Distributor,West,Kitchenware,WhatsApp,Medium,358,36,No,Yes,4,0
TM1066,Cross Group,Retailer,South,Both,Reference,Medium,578,31,No,No,3,0
TM1067,Kirk LLC,Retailer,East,Kitchenware,Reference,Large,259,40,No,No,4,0
TM1068,Mcpherson Group,Hotel Chain,Central,Water Storage,WhatsApp,Large,474,35,No,No,1,0
TM1069,Gibson Inc,Distributor,East,Kitchenware,Dealer,Large,199,25,Yes,No,2,0
TM1070,Burke-Smith,Online Seller,North,Kitchenware,WhatsApp,Small,379,23,No,Yes,5,0
TM1071,"Hernandez, Neal and Williams",Online Seller,North,Kitchenware,Dealer,Medium,724,17,No,Yes,0,0
TM1072,Hill Inc,Hotel Chain,West,Water Storage,WhatsApp,Small,998,7,No,No,0,0
TM1073,"Johnson, Mann and Mills",Hotel Chain,West,Kitchenware,Dealer,Large,712,7,Yes,Yes,4,1
TM1074,Decker-Harris,Retailer,South,Kitchenware,Dealer,Medium,630,29,No,No,3,1
TM1075,"Brown, Lawson and Gilbert",Hotel Chain,East,Both,Dealer,Small,634,13,Yes,Yes,2,1
TM1076,Martinez and Sons,Distributor,South,Kitchenware,Dealer,Small,170,1,No,No,5,0
TM1077,"Bates, Baird and Martin",Online Seller,North,Kitchenware,WhatsApp,Large,299,59,Yes,Yes,2,0
TM1078,"Doyle, Rodriguez and Adams",Distributor,West,Kitchenware,Dealer,Small,673,20,No,Yes,0,1
TM1079,Butler and Sons,Online Seller,Central,Both,Dealer,Medium,459,16,No,No,5,0
TM1080,"Simpson, Allen and Conrad",Online Seller,Central,Both,Reference,Medium,92,6,No,No,4,1
TM1081,Pacheco-Brooks,Retailer,South,Both,Dealer,Large,983,3,No,Yes,1,1
TM1082,Evans-Roach,Hotel Chain,East,Kitchenware,Dealer,Medium,660,63,Yes,No,2,1
TM1083,"Manning, Mejia and Kelly",Online Seller,North,Kitchenware,WhatsApp,Medium,720,64,No,No,4,1
TM1084,Shelton Group,Retailer,East,Water Storage,WhatsApp,Small,801,52,Yes,No,3,1
TM1085,"Flores, Collins and Wilkinson",Online Seller,Central,Water Storage,Reference,Small,218,35,Yes,No,3,0
TM1086,"Nixon, Kim and Hoffman",Hotel Chain,North,Kitchenware,Dealer,Small,736,21,No,Yes,4,1
TM1087,"Johnson, Valencia and Banks",Distributor,North,Water Storage,Exhibition,Large,862,20,No,No,4,0
TM1088,"Kramer, Moses and Fitzpatrick",Hotel Chain,West,Water Storage,Website,Medium,574,19,No,Yes,4,0
TM1089,Kelly-Haley,Distributor,North,Water Storage,Reference,Medium,966,65,No,Yes,2,0
TM1090,Tate-Wright,Hotel Chain,South,Water Storage,Dealer,Medium,363,43,No,No,2,0
TM1091,Brown-Brown,Distributor,Central,Water Storage,Website,Medium,54,41,No,No,3,0
TM1092,Mendoza-Davis,Distributor,West,Kitchenware,Website,Large,998,43,Yes,No,0,0
TM1093,"Farmer, Boone and Sweeney",Hotel Chain,North,Both,Website,Medium,901,20,Yes,No,2,1
TM1094,Allen Group,Hotel Chain,North,Water Storage,Dealer,Medium,987,41,No,Yes,4,1
TM1095,Cross and Sons,Online Seller,South,Both,Exhibition,Medium,110,13,No,Yes,5,1
TM1096,Cole Ltd,Retailer,North,Water Storage,Exhibition,Medium,377,48,No,Yes,1,0
TM1097,"Martinez, Vasquez and Andersen",Distributor,South,Kitchenware,Exhibition,Large,901,49,Yes,No,4,1
TM1098,Ramos-Simpson,Hotel Chain,East,Water Storage,WhatsApp,Large,19,60,No,Yes,0,0
TM1099,Roberts-Camacho,Online Seller,Central,Water Storage,Reference,Large,266,59,No,Yes,3,0
TM1100,Powers-Hall,Retailer,South,Water Storage,Dealer,Medium,598,38,No,Yes,5,1
TM1101,"Johnson, Riley and James",Retailer,Central,Both,Exhibition,Large,773,64,No,Yes,4,0
TM1102,Wells Group,Distributor,South,Both,WhatsApp,Large,783,18,Yes,Yes,2,0
TM1103,"Cox, Wu and Carrillo",Retailer,Central,Water Storage,Website,Small,941,38,No,No,1,0
TM1104,Goodwin-Kennedy,Online Seller,Central,Both,WhatsApp,Small,273,62,No,No,0,0
TM1105,Castillo Group,Retailer,South,Kitchenware,Reference,Large,384,12,No,Yes,2,1
TM1106,Park-Lambert,Hotel Chain,East,Both,WhatsApp,Large,400,48,Yes,Yes,3,1
TM1107,Hoffman Group,Online Seller,Central,Kitchenware,Exhibition,Large,853,60,No,No,0,0
TM1108,Church-Ryan,Retailer,East,Water Storage,Exhibition,Small,250,69,Yes,No,3,1
TM1109,Chase Ltd,Hotel Chain,Central,Both,Website,Medium,680,13,No,No,2,1
TM1110,Hoffman-Phelps,Online Seller,South,Water Storage,Reference,Small,885,47,Yes,No,4,0
TM1111,"Perez, Ellis and Hill",Online Seller,North,Water Storage,WhatsApp,Small,135,59,Yes,Yes,5,1
TM1112,Shepherd-Hobbs,Retailer,North,Water Storage,Website,Small,815,27,Yes,Yes,4,1
TM1113,Rogers Ltd,Distributor,East,Kitchenware,Dealer,Small,293,19,Yes,No,1,1
TM1114,"Harris, King and Snyder",Retailer,South,Kitchenware,WhatsApp,Small,612,42,Yes,Yes,2,1
TM1115,Meadows Group,Hotel Chain,Central,Kitchenware,Exhibition,Medium,469,47,Yes,No,4,1
TM1116,Bender-Wright,Retailer,Central,Water Storage,Reference,Large,997,4,Yes,No,3,1
TM1117,Allen Inc,Retailer,West,Both,Reference,Small,930,11,No,Yes,0,1
TM1118,Long PLC,Online Seller,West,Both,Dealer,Medium,474,65,No,Yes,5,1
TM1119,Ramirez-Harrison,Distributor,West,Water Storage,Website,Medium,357,59,No,No,5,1
TM1120,Griffin LLC,Hotel Chain,East,Both,WhatsApp,Medium,986,20,No,Yes,0,0
TM1121,Rogers-Simon,Retailer,West,Kitchenware,WhatsApp,Small,579,8,No,Yes,3,1
TM1122,"Anderson, Hooper and Simmons",Hotel Chain,North,Water Storage,Dealer,Medium,370,14,Yes,Yes,5,1
TM1123,Schroeder Group,Retailer,East,Both,WhatsApp,Small,790,36,Yes,No,4,0
TM1124,"Black, Barnett and Martinez",Retailer,Central,Both,WhatsApp,Small,194,35,No,No,2,1
TM1125,Moreno-Hurst,Distributor,Central,Both,Reference,Small,155,4,Yes,Yes,3,1
TM1126,Li-Jones,Online Seller,South,Water Storage,WhatsApp,Large,342,11,Yes,Yes,1,0
TM1127,Mitchell-Foster,Retailer,North,Water Storage,Reference,Large,444,63,No,No,2,1
TM1128,"Bell, Whitaker and Wood",Retailer,East,Water Storage,Exhibition,Medium,704,63,No,Yes,1,0
TM1129,Anderson-Cummings,Retailer,North,Kitchenware,WhatsApp,Small,795,18,No,No,2,1
TM1130,"Ritter, Mcguire and Dominguez",Hotel Chain,West,Kitchenware,Website,Medium,555,30,No,Yes,3,0
TM1131,Zavala-Rosario,Retailer,West,Kitchenware,Reference,Small,892,41,No,No,5,0
TM1132,Strickland and Sons,Online Seller,North,Water Storage,Exhibition,Medium,185,59,No,Yes,3,0
TM1133,Williams-Fitzpatrick,Distributor,West,Both,Reference,Large,90,51,No,No,1,0
TM1134,Hill-Lambert,Distributor,North,Both,Exhibition,Large,532,25,No,No,5,0
TM1135,Giles-Martinez,Distributor,South,Kitchenware,Website,Medium,212,23,Yes,Yes,1,0
TM1136,Howard Inc,Hotel Chain,West,Both,Dealer,Medium,707,42,No,Yes,3,1
TM1137,"Davis, Trujillo and Stephens",Hotel Chain,East,Water Storage,Dealer,Small,370,65,Yes,No,3,1
TM1138,Johnson-Rice,Retailer,East,Water Storage,Exhibition,Large,894,12,No,No,4,0
TM1139,Turner and Sons,Retailer,West,Both,Website,Medium,629,61,Yes,Yes,3,1
TM1140,"Ellis, Levine and Vega",Online Seller,North,Both,Website,Small,263,57,No,Yes,2,0
TM1141,Wilson Ltd,Online Seller,West,Water Storage,WhatsApp,Large,622,7,No,Yes,2,1
TM1142,Thomas Ltd,Hotel Chain,East,Water Storage,Dealer,Small,351,11,Yes,No,2,0
TM1143,Thomas LLC,Hotel Chain,South,Both,Exhibition,Medium,582,49,No,Yes,5,0
TM1144,Poole-Marks,Retailer,West,Both,WhatsApp,Small,381,40,Yes,Yes,2,0
TM1145,"Torres, Lopez and Miller",Hotel Chain,South,Kitchenware,Website,Small,89,38,Yes,Yes,5,1
TM1146,Martin LLC,Distributor,Central,Water Storage,Website,Small,195,22,No,Yes,3,0
TM1147,"Andrade, Salazar and Ray",Distributor,West,Both,WhatsApp,Large,812,58,Yes,Yes,2,0
TM1148,Schwartz Ltd,Hotel Chain,South,Water Storage,Dealer,Medium,482,37,No,No,1,0
TM1149,Wright PLC,Distributor,East,Kitchenware,Reference,Medium,577,14,Yes,No,0,0
TM1150,Collins-Miller,Online Seller,West,Both,Website,Medium,103,29,No,No,0,0
TM1151,"Graham, Brooks and Cook",Hotel Chain,Central,Water Storage,Website,Medium,93,48,Yes,Yes,2,0
TM1152,Bender-Thompson,Online Seller,South,Kitchenware,Exhibition,Medium,949,61,Yes,No,3,0
TM1153,Anderson-Green,Retailer,North,Water Storage,Website,Small,571,68,No,Yes,2,1
TM1154,"Beltran, Alexander and Lewis",Retailer,North,Kitchenware,Reference,Large,822,59,Yes,Yes,3,1
TM1155,Christensen-Meyer,Retailer,Central,Both,Website,Large,157,38,No,Yes,4,0
TM1156,Ball Inc,Hotel Chain,South,Both,Exhibition,Large,379,9,Yes,No,3,1
TM1157,Lucero LLC,Hotel Chain,East,Water Storage,Exhibition,Medium,817,9,No,Yes,5,0
TM1158,Martinez-Grimes,Retailer,Central,Both,WhatsApp,Small,55,46,No,Yes,5,0
TM1159,"Collins, Parsons and Hinton",Hotel Chain,South,Kitchenware,Exhibition,Large,804,59,Yes,No,1,1
TM1160,Jones Inc,Distributor,North,Water Storage,WhatsApp,Large,417,70,No,No,0,0
TM1161,Molina Group,Distributor,East,Water Storage,Exhibition,Large,349,35,Yes,No,3,0
TM1162,Hughes-Ross,Hotel Chain,West,Water Storage,Website,Medium,718,64,No,No,0,0
TM1163,"Cole, Hancock and Wilson",Retailer,West,Both,Website,Large,310,42,Yes,Yes,2,1
TM1164,Jackson-Salazar,Online Seller,West,Both,Reference,Small,716,57,No,No,0,0
TM1165,Wong Inc,Online Seller,Central,Water Storage,WhatsApp,Large,820,8,Yes,No,2,1
TM1166,"Hill, Atkins and Mills",Distributor,North,Kitchenware,Dealer,Large,810,57,Yes,Yes,0,1
TM1167,"Anderson, Chavez and Brennan",Online Seller,East,Water Storage,Dealer,Small,629,20,No,No,2,0
TM1168,Gonzalez LLC,Retailer,Central,Kitchenware,Dealer,Medium,417,41,No,Yes,0,1
TM1169,Harrison-Goodwin,Distributor,West,Both,Reference,Large,130,34,No,No,1,0
TM1170,Evans Inc,Online Seller,West,Kitchenware,Exhibition,Small,883,10,No,Yes,5,1
TM1171,Jackson LLC,Retailer,East,Both,WhatsApp,Large,76,71,No,No,1,0
TM1172,Curry-Smith,Distributor,East,Both,Website,Small,215,18,Yes,No,0,0
TM1173,Weaver Group,Online Seller,West,Both,Website,Large,915,12,Yes,No,3,0
TM1174,Kramer-Gomez,Hotel Chain,Central,Water Storage,Reference,Large,85,17,No,Yes,3,1
TM1175,Miles Group,Online Seller,South,Both,Dealer,Small,796,17,No,Yes,0,0
TM1176,Stokes-Houston,Online Seller,South,Kitchenware,WhatsApp,Large,240,45,No,Yes,2,1
TM1177,"Ortiz, Martin and Owens",Online Seller,South,Both,WhatsApp,Large,556,12,Yes,Yes,1,1
TM1178,Murillo Inc,Online Seller,Central,Kitchenware,Exhibition,Small,56,34,Yes,No,4,0
TM1179,"Hoffman, Woods and Coffey",Hotel Chain,Central,Water Storage,WhatsApp,Medium,260,52,No,No,0,0
TM1180,Wall LLC,Distributor,West,Water Storage,Reference,Medium,218,44,Yes,No,5,1
TM1181,"Craig, Mills and Ray",Online Seller,West,Kitchenware,WhatsApp,Large,585,14,No,Yes,3,1
TM1182,"Mata, Lopez and Osborne",Hotel Chain,South,Kitchenware,Exhibition,Small,307,50,No,Yes,1,0
TM1183,Green-Avery,Online Seller,South,Kitchenware,Reference,Large,488,64,No,No,0,1
TM1184,Gates PLC,Hotel Chain,Central,Water Storage,Website,Small,607,46,Yes,Yes,2,1
TM1185,"Parker, Buchanan and Anderson",Hotel Chain,East,Both,Exhibition,Small,451,18,No,No,3,0
TM1186,"Gallegos, Mueller and Taylor",Hotel Chain,North,Both,Dealer,Small,381,71,No,Yes,3,0
TM1187,Thomas Inc,Online Seller,Central,Both,Dealer,Small,141,13,No,No,2,0
TM1188,Freeman-Stevens,Online Seller,South,Kitchenware,Dealer,Large,421,65,Yes,Yes,0,1
TM1189,Sanders-Powell,Online Seller,West,Both,Reference,Small,630,66,Yes,No,4,1
TM1190,"Richards, Solis and Warren",Hotel Chain,Central,Both,WhatsApp,Large,354,65,No,No,3,0
TM1191,Wilkinson-Wright,Online Seller,East,Both,Exhibition,Medium,607,40,Yes,No,2,0
TM1192,Jones-Brown,Distributor,North,Both,Reference,Small,546,49,Yes,Yes,0,1
TM1193,Simmons-Harris,Retailer,South,Kitchenware,Reference,Medium,438,20,No,Yes,3,0
TM1194,Franco-Greene,Hotel Chain,North,Both,Website,Large,222,72,No,No,4,0
TM1195,Taylor Group,Distributor,West,Both,WhatsApp,Large,372,34,No,Yes,1,0
TM1196,Huynh PLC,Online Seller,South,Water Storage,WhatsApp,Large,222,63,No,No,2,0
TM1197,"Aguirre, Lang and Mcconnell",Online Seller,East,Kitchenware,Dealer,Large,566,49,No,No,1,0
TM1198,"Wiley, Schmidt and Bryant",Online Seller,North,Water Storage,Reference,Large,272,62,Yes,Yes,4,1
TM1199,Hodge-Craig,Online Seller,South,Kitchenware,Dealer,Large,610,31,Yes,Yes,5,0
TM1200,Prince LLC,Distributor,South,Kitchenware,Exhibition,Medium,348,61,Yes,Yes,0,0
TM1201,"Collins, Gomez and Henderson",Distributor,West,Both,Reference,Medium,676,26,No,No,2,0
TM1202,"Miller, Strickland and Edwards",Retailer,Central,Kitchenware,Dealer,Large,750,5,Yes,No,1,0
TM1203,King Group,Retailer,West,Water Storage,Website,Large,995,38,Yes,Yes,2,1
TM1204,"Miller, Baker and Bishop",Retailer,East,Water Storage,Reference,Large,566,68,No,Yes,4,1
TM1205,Castaneda Inc,Distributor,North,Water Storage,Website,Large,479,33,Yes,Yes,5,1
TM1206,Henry and Sons,Online Seller,Central,Both,Website,Small,635,52,No,No,0,0
TM1207,Higgins Inc,Retailer,South,Kitchenware,Reference,Medium,968,32,Yes,No,3,1
TM1208,Walker LLC,Online Seller,East,Water Storage,Dealer,Large,596,2,No,No,5,1
TM1209,Anderson PLC,Retailer,West,Water Storage,Website,Medium,712,65,No,Yes,5,0
TM1210,"Cabrera, Ruiz and Lee",Online Seller,East,Both,Website,Small,990,18,No,Yes,3,0
TM1211,"Watts, Lewis and Norris",Online Seller,West,Both,Dealer,Medium,785,69,Yes,Yes,5,1
TM1212,"Good, Blanchard and Gomez",Retailer,Central,Water Storage,Dealer,Large,380,10,Yes,Yes,4,1
TM1213,"Vargas, Cooper and Baker",Distributor,Central,Both,Website,Small,345,67,No,Yes,5,1
TM1214,Holmes Group,Hotel Chain,North,Both,Reference,Small,474,17,No,No,4,1
TM1215,Mcgee Inc,Hotel Chain,East,Both,Exhibition,Medium,270,1,Yes,Yes,0,1
TM1216,Swanson Ltd,Retailer,Central,Kitchenware,Exhibition,Medium,42,37,No,Yes,1,0
TM1217,Norman LLC,Hotel Chain,East,Water Storage,Reference,Medium,394,11,Yes,No,0,1
TM1218,Matthews Ltd,Hotel Chain,Central,Kitchenware,Website,Small,784,3,No,No,5,0
TM1219,"Hernandez, Gilmore and Hall",Hotel Chain,Central,Water Storage,Website,Small,481,45,Yes,No,1,0
TM1220,"Tate, Phillips and Ryan",Retailer,North,Both,Reference,Large,794,3,Yes,Yes,0,1
TM1221,"Haas, Porter and Moore",Retailer,West,Both,Exhibition,Small,768,6,No,No,1,0
TM1222,"Oliver, Herrera and Roach",Retailer,South,Both,WhatsApp,Small,845,41,No,Yes,2,0
TM1223,"Gonzalez, Zuniga and Butler",Distributor,West,Water Storage,WhatsApp,Small,580,23,No,No,0,0
TM1224,Scott-Bradshaw,Hotel Chain,Central,Water Storage,Reference,Medium,162,39,No,Yes,4,1
TM1225,"Santos, Howard and Glass",Distributor,East,Both,Website,Medium,946,8,No,No,4,0
TM1226,"Johnson, Schroeder and Garcia",Hotel Chain,South,Water Storage,Website,Medium,672,11,No,No,0,0
TM1227,Scott and Sons,Distributor,North,Water Storage,Reference,Large,629,6,Yes,Yes,4,1
TM1228,Gates-Fleming,Distributor,West,Kitchenware,WhatsApp,Medium,989,2,Yes,Yes,5,1
TM1229,Reynolds-Howell,Hotel Chain,South,Both,Dealer,Large,219,51,Yes,No,2,1
TM1230,"Gillespie, Goodwin and Torres",Online Seller,East,Water Storage,WhatsApp,Large,913,64,No,Yes,5,0
TM1231,"Davis, Espinoza and Jackson",Online Seller,South,Water Storage,WhatsApp,Medium,56,29,Yes,Yes,2,1
TM1232,James Ltd,Hotel Chain,East,Kitchenware,Website,Medium,245,49,Yes,No,4,0
TM1233,Zimmerman-Kent,Online Seller,East,Water Storage,Reference,Medium,182,46,Yes,Yes,5,1
TM1234,Wood Group,Distributor,Central,Both,Exhibition,Large,44,10,Yes,Yes,3,1
TM1235,Hall PLC,Distributor,North,Both,Website,Small,233,65,No,No,0,0
TM1236,Walters-Miller,Hotel Chain,West,Kitchenware,Exhibition,Large,574,53,Yes,Yes,4,0
TM1237,Palmer LLC,Online Seller,North,Both,Reference,Small,119,13,Yes,Yes,1,1
TM1238,Gilbert-Blackwell,Online Seller,East,Water Storage,Reference,Small,392,52,No,Yes,5,1
TM1239,Sharp LLC,Retailer,North,Kitchenware,Reference,Medium,396,71,No,Yes,5,1
TM1240,Ray Inc,Distributor,North,Water Storage,Reference,Large,813,43,Yes,Yes,1,1
TM1241,"Mills, Turner and Morales",Hotel Chain,East,Kitchenware,Exhibition,Large,957,36,Yes,Yes,2,1
TM1242,Wilkinson-Castillo,Distributor,Central,Kitchenware,Reference,Small,316,21,Yes,No,5,0
TM1243,Wood-Singleton,Online Seller,West,Both,Website,Large,751,11,No,Yes,0,0
TM1244,Vega-Alexander,Retailer,East,Both,Dealer,Large,416,42,Yes,No,3,1
TM1245,Guerrero Group,Online Seller,Central,Water Storage,Reference,Small,706,49,Yes,No,1,0
TM1246,King Ltd,Retailer,East,Kitchenware,Reference,Large,812,20,No,No,2,1
TM1247,Campos-Juarez,Retailer,East,Water Storage,WhatsApp,Medium,114,17,Yes,Yes,3,1
TM1248,Hayes-Horne,Hotel Chain,North,Kitchenware,Exhibition,Medium,577,12,No,No,0,0
TM1249,"Beck, Silva and Stephens",Hotel Chain,North,Both,Dealer,Small,595,67,Yes,No,1,1
TM1250,Dillon Inc,Online Seller,East,Water Storage,Website,Small,181,56,No,No,2,0
TM1251,"Crawford, Allison and Elliott",Retailer,East,Water Storage,Website,Large,650,64,Yes,No,0,1
TM1252,Noble-Coleman,Retailer,West,Water Storage,Dealer,Medium,833,43,No,No,3,0
TM1253,Ayala and Sons,Distributor,East,Water Storage,Dealer,Large,215,62,No,Yes,3,0
TM1254,Smith-Moss,Online Seller,West,Both,Website,Medium,395,36,No,No,0,0
TM1255,Lewis Inc,Distributor,Central,Both,Website,Large,796,71,Yes,No,5,1
TM1256,Jones-Arellano,Online Seller,North,Water Storage,Reference,Small,658,39,Yes,No,5,1
TM1257,Wheeler-Acosta,Hotel Chain,West,Kitchenware,Reference,Large,500,52,No,Yes,2,0
TM1258,Stuart-Valdez,Retailer,North,Kitchenware,WhatsApp,Small,672,6,No,No,3,1
TM1259,"Lloyd, Lester and Mcknight",Retailer,East,Kitchenware,Dealer,Large,541,72,Yes,No,2,1
TM1260,"Patterson, Taylor and Winters",Distributor,East,Kitchenware,Reference,Small,312,54,Yes,Yes,5,1
TM1261,"Watkins, Brandt and Thompson",Online Seller,East,Water Storage,Website,Large,504,45,No,Yes,3,0
TM1262,Smith-Reid,Hotel Chain,East,Kitchenware,WhatsApp,Small,839,15,Yes,No,5,1
TM1263,Hayes PLC,Distributor,South,Both,Website,Large,173,43,No,No,1,0
TM1264,Parks-Gentry,Distributor,South,Both,Reference,Medium,39,26,No,No,3,1
TM1265,Gordon Ltd,Distributor,South,Water Storage,Exhibition,Large,114,69,Yes,No,2,1
TM1266,Jones Ltd,Retailer,East,Both,Reference,Large,999,41,No,No,4,1
TM1267,Bowen Inc,Online Seller,West,Both,Website,Large,732,39,Yes,Yes,2,1
TM1268,Guerra-Poole,Online Seller,North,Kitchenware,WhatsApp,Large,154,66,No,No,4,1
TM1269,Moore-Pope,Hotel Chain,West,Kitchenware,Reference,Large,560,23,Yes,No,2,1
TM1270,Kirby-Elliott,Online Seller,West,Both,Exhibition,Medium,984,2,No,Yes,1,0
TM1271,Melendez LLC,Hotel Chain,West,Both,Reference,Medium,737,57,No,Yes,0,0
